
0.000000000000000e+00	0.000000e+00
1.000000000000000e-09	0.000000e+00
2.500000000000000e-04	0.000000e+00
2.500010000000000e-04	0.000000e+00
5.000000000000000e-04	0.000000e+00
5.000000459855295e-04	4.311144e-02
5.000000919710590e-04	8.622287e-02
5.000001379565885e-04	1.293343e-01
5.000001839421181e-04	1.724457e-01
5.000002299276476e-04	2.155572e-01
5.000002759131771e-04	2.586686e-01
5.000003218987066e-04	3.017800e-01
5.000006303390882e-04	5.909429e-01
5.000010000000000e-04	9.375000e-01
5.000010369660912e-04	9.375000e-01
5.000011108982736e-04	9.375000e-01
5.000012587626383e-04	9.375000e-01
5.000014231307824e-04	9.375000e-01
5.000020000000000e-04	9.375000e-01
7.500000000000000e-04	9.375000e-01
7.500001000000000e-04	9.375000e-01
7.500003000000000e-04	9.375000e-01
7.500007084745894e-04	9.375000e-01
7.500007830508211e-04	9.375000e-01
7.500008644065690e-04	9.375000e-01
7.500009457607632e-04	9.375000e-01
7.500010000000000e-04	9.375000e-01
7.500041729953528e-04	9.375000e-01
7.500073459907056e-04	9.375000e-01
7.500105189860584e-04	9.375000e-01
7.500136919814112e-04	9.375000e-01
7.500168649767640e-04	9.375000e-01
7.500200379721168e-04	9.375000e-01
7.500232109674696e-04	9.375000e-01
7.500454273588628e-04	9.375000e-01
7.500787572199417e-04	9.375000e-01
7.501192298457175e-04	9.375000e-01
7.501808203618564e-04	9.375000e-01
7.502543871885564e-04	9.375000e-01
7.503484403107307e-04	9.375000e-01
7.504616399990261e-04	9.375000e-01
7.506200109902490e-04	9.375000e-01
7.639870176919703e-04	9.375000e-01
7.773540243936917e-04	9.375000e-01
7.907210310954130e-04	9.375000e-01
8.040880377971343e-04	9.375000e-01
8.174550444988557e-04	9.375000e-01
8.308220512005770e-04	9.375000e-01
8.441890579022984e-04	9.375000e-01
1.000000000000000e-03	9.375000e-01
1.000001000000000e-03	2.812500e+00
1.000002000000000e-03	1.875000e+00
1.250000000000000e-03	1.875000e+00
1.250000100000000e-03	1.875000e+00
1.250000300000000e-03	1.875000e+00
1.250001000000000e-03	1.875000e+00
1.250003919999999e-03	1.875000e+00
1.250006839999999e-03	1.875000e+00
1.250009759999998e-03	1.875000e+00
1.250012679999998e-03	1.875000e+00
1.250015599999997e-03	1.875000e+00
1.250018519999996e-03	1.875000e+00
1.250021439999996e-03	1.875000e+00
1.250041919999992e-03	1.875000e+00
1.250073003373388e-03	1.875000e+00
1.250109553196707e-03	1.875000e+00
1.250164067123244e-03	1.875000e+00
1.250258359022598e-03	1.875000e+00
1.250372008822028e-03	1.875000e+00
1.250524426678065e-03	1.875000e+00
1.251699141468407e-03	1.875000e+00
1.500000000000000e-03	1.875000e+00
1.500001000000000e-03	2.812500e+00
1.500002000000000e-03	2.812500e+00
1.750000000000000e-03	2.812500e+00
1.750000100000000e-03	2.812500e+00
1.750000300000000e-03	2.812500e+00
1.750000600000000e-03	2.812500e+00
1.750001000000000e-03	2.812500e+00
1.750003919999999e-03	2.812500e+00
1.750006839999999e-03	2.812500e+00
1.750009759999998e-03	2.812500e+00
1.750012679999998e-03	2.812500e+00
1.750015599999997e-03	2.812500e+00
1.750018519999997e-03	2.812500e+00
1.750021439999996e-03	2.812500e+00
1.750041919999992e-03	2.812500e+00
1.750070445952247e-03	2.812500e+00
1.750105075898641e-03	2.812500e+00
1.750154231212321e-03	2.812500e+00
1.750240148888216e-03	2.812500e+00
1.750379292289963e-03	2.812500e+00
1.750540424770307e-03	2.812500e+00
2.000000000000000e-03	2.812500e+00
2.000001000000000e-03	6.562500e+00
2.000002000000000e-03	3.750000e+00
2.249000009280570e-03	3.750000e+00
2.250000000000000e-03	3.750000e+00
2.250000100000000e-03	3.750000e+00
2.250000300000000e-03	3.750000e+00
2.250001000000000e-03	3.750000e+00
2.250003920000001e-03	3.750000e+00
